date,river_id,station,state,district_lgd_code,district,latitude,longitude,mean_discharge_m3_sec,max_discharge_m3_sec,min_discharge_m3_sec,readings,year,month,day_of_year,discharge_range,discharge_mean_to_max_ratio,discharge_min_to_mean_ratio,mean_discharge_3day,mean_discharge_7day,mean_discharge_14day,mean_discharge_30day,max_discharge_3day,max_discharge_7day,max_discharge_14day,max_discharge_30day,min_discharge_3day,min_discharge_7day,min_discharge_14day,min_discharge_30day,discharge_std_7day,discharge_std_14day,discharge_std_30day,discharge_change,discharge_change_pct,discharge_change_2nd
2026-08-08,63,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,318.5727450980392,360.56,278.77,51,2026,8,220,81.79000000000002,0.8835498810129776,0.8750591640041582,159.68964237186103,80.98470189132821,73.80331152333324,73.80331152333326,360.56,360.56,360.56,360.56,23.5,15.38,15.38,15.38,111.81991135280131,105.49895601126771,105.49895601126602,190.21003676470588,1.4818169485078712,93.98080211558306
2026-09-01,64,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,23.36458333333333,26.22,19.12,96,2026,9,244,7.099999999999998,0.8910977625222475,0.818332590280874,23.36458333333333,23.36458333333333,23.36458333333333,81.39833409684202,26.22,26.22,26.22,360.56,19.12,19.12,19.12,15.38,0.0,0.0,111.56381193881188,-295.2081617647059,-0.9266585616853602,-485.41819852941177
2026-09-02,65,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,20.310645161290324,22.96,17.23,93,2026,9,245,5.73,0.8846099808924357,0.8483236186331654,21.837614247311826,21.837614247311826,21.837614247311826,80.91048641311659,26.22,26.22,26.22,360.56,17.23,17.23,17.23,15.38,2.1594603907760574,2.1594603907760574,111.8650957562497,-3.0539381720430043,-0.13070800914673586,292.1542235926629
2026-09-03,66,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,22.440104166666668,26.16,18.69,96,2026,9,246,7.469999999999999,0.8578021470438328,0.8328838342810723,22.038444220430108,22.038444220430108,22.038444220430108,81.01577223002955,26.22,26.22,26.22,360.56,17.23,17.23,17.23,15.38,1.5660883193400712,1.5660883193400712,111.80041122323556,2.1294590053763436,0.10484447876795366,5.183397177419348
2026-09-04,67,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,24.190729166666667,30.6,18.7,96,2026,9,247,11.900000000000002,0.7905467047930284,0.7730234120337077,22.313826164874552,22.57651545698925,22.57651545698925,81.33928413479146,30.6,30.6,30.6,360.56,17.23,17.23,17.23,17.23,1.671278264811518,1.671278264811518,111.60403267048768,1.7506249999999994,0.07801322966229551,-0.37883400537634415
2026-09-05,68,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,20.530315789473686,23.51,14.99,95,2026,9,248,8.520000000000001,0.8732588596118114,0.7301397676350249,22.38704970760234,22.167275523486133,22.167275523486133,79.68169014982904,30.6,30.6,30.6,360.56,14.99,14.99,14.99,14.99,1.712385731864088,1.712385731864088,112.5389163610246,-3.660413377192981,-0.1513147186252164,-5.41103837719298
2026-09-06,69,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,32.81239583333333,37.78,20.99,96,2026,9,249,16.790000000000003,0.8685123301570495,0.6396972688802186,25.844480263157894,23.941462241794,23.941462241794,66.0316455069719,37.78,37.78,37.78,360.56,14.99,14.99,14.99,14.99,4.607845807345726,4.607845807345726,111.43957208682035,12.282080043859647,0.5982411653968285,15.942493421052628
2026-09-07,70,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,175.05479166666666,222.84,140.1,96,2026,9,250,82.74000000000001,0.7855626981990067,0.8003208519237429,76.13250109649123,45.529080731061526,45.529080731061526,45.52908073106154,222.84,222.84,222.84,222.84,14.99,14.99,14.99,14.99,57.2701531348344,57.2701531348344,57.27015313483064,142.24239583333332,4.335020111174956,129.96031578947367
2026-10-01,71,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,23.040208333333336,25.98,19.71,96,2026,10,274,6.27,0.8868440467025919,0.8554610147116002,23.040208333333336,23.040208333333336,23.040208333333336,45.48274144534726,25.98,25.98,25.98,222.84,19.71,19.71,19.71,14.99,0.0,0.0,57.29120358025205,-152.01458333333332,-0.8683828753616427,-294.2569791666666
2026-10-02,72,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,19.9886170212766,23.21,15.21,94,2026,10,275,8.0,0.861207109921439,0.7609330842554006,21.514412677304968,21.514412677304968,21.514412677304968,45.4367374253453,25.98,25.98,25.98,222.84,15.21,15.21,15.21,14.99,2.157800910165272,2.157800910165272,57.31490960804539,-3.051591312056736,-0.13244634197347327,148.9629920212766
2026-10-03,73,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,22.741041666666664,27.84,19.23,96,2026,10,276,8.61,0.8168477610153256,0.8456077026668012,21.923289007092198,21.923289007092198,21.923289007092198,45.479728496773866,27.84,27.84,27.84,222.84,15.21,15.21,15.21,14.99,1.6821390974398847,1.6821390974398847,57.294894634951646,2.7524246453900645,0.13769960385254687,5.804015957446801
2026-10-04,74,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,21.04159574468085,24.27,15.39,94,2026,10,277,8.879999999999999,0.8669796351331212,0.7314084058425308,21.257084810874705,21.702865691489365,21.702865691489365,45.02985229363304,27.84,27.84,27.84,222.84,15.21,15.21,15.21,14.99,1.4424771682777648,1.4424771682777648,57.501904065757984,-1.699445921985813,-0.07473034643249543,-4.451870567375877
2026-10-05,75,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,20.925698924731183,24.38,16.4,93,2026,10,278,7.98,0.8583141478560781,0.7837253158898098,21.569445445359566,21.547432338137728,21.547432338137728,45.08633559866983,27.84,27.84,27.84,222.84,15.39,15.21,15.21,15.21,1.2966699358058136,1.2966699358058136,57.47401502025717,-0.11589681994966838,-0.005507986245718355,1.5835491020361445
2026-10-06,76,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,37.68989361702128,48.08,27.11,94,2026,10,279,20.97,0.7838996176585126,0.719290966312432,26.552396095477775,24.237842551284984,24.237842551284984,45.78312099633953,48.08,48.08,48.08,222.84,15.39,15.21,15.21,15.21,6.691406804849082,6.691406804849082,57.32979679405296,16.7641946922901,0.8011294988325202,16.88009151223977
2026-10-07,77,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,169.62968750000002,209.43,138.41,96,2026,10,280,71.02000000000001,0.8099588764742397,0.8159538701030737,76.0817600139175,45.008106115387136,45.008106115387136,45.00810611538715,209.43,209.43,209.43,209.43,16.4,15.21,15.21,15.21,55.29140418888999,55.29140418888999,55.2914041888861,131.93979388297873,3.5006677180800763,115.17559919068863
2026-11-01,78,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,23.138125,25.73,20.11,96,2026,11,305,5.620000000000001,0.8992664205207928,0.8691283325680019,23.138125,23.138125,23.138125,49.194340408850024,25.73,25.73,25.73,209.43,20.11,20.11,20.11,15.39,0.0,0.0,59.34209572337054,-146.49156250000001,-0.8635962528669989,-278.4313563829787
2026-11-02,79,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,19.71223404255319,22.37,16.01,94,2026,11,306,6.359999999999999,0.8811906143296018,0.8121859737175855,21.425179521276597,21.425179521276597,21.425179521276597,48.68953913816444,25.73,25.73,25.73,209.43,16.01,16.01,16.01,15.39,2.422470727616312,2.422470727616312,59.6243411028105,-3.425890957446807,-0.14806260046770459,143.06567154255322
2026-11-03,80,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,22.24375,26.53,18.35,96,2026,11,307,8.18,0.8384376177911798,0.8249508288845182,21.69803634751773,21.69803634751773,21.69803634751773,48.88989818071764,26.53,26.53,26.53,209.43,16.01,16.01,16.01,16.01,1.7769453441110972,1.7769453441110972,59.51477192512271,2.531515957446807,0.12842359480827858,5.957406914893614
2026-11-04,81,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,20.316774193548387,24.56,16.47,93,2026,11,308,8.09,0.827230219607019,0.8106601886253215,20.757586078700523,21.352720809025392,21.352720809025392,48.7884107255205,26.53,26.53,26.53,209.43,16.01,16.01,16.01,16.01,1.6068585672472067,1.6068585672472067,59.572486204007184,-1.9269758064516118,-0.08662998848897385,-4.458491763898419
2026-11-05,82,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,21.63731182795699,26.66,14.42,93,2026,11,309,12.24,0.8116020940719051,0.6664413821206896,21.399278673835127,21.409639012811713,21.409639012811713,46.112980427343125,26.66,26.66,26.66,209.43,14.42,14.42,14.42,14.42,1.3973883679790362,1.3973883679790362,60.523488148467315,1.320537634408602,0.06499740666645493,3.2475134408602138
2026-11-06,83,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,39.15968421052632,45.06,30.63,95,2026,11,310,14.430000000000003,0.8690564627280586,0.782181997059274,27.037923410677234,24.36797987909748,24.36797987909748,24.3679798790975,45.06,45.06,45.06,45.06,14.42,14.42,14.42,14.42,7.353423657561766,7.353423657561766,7.3534236575260294,17.522372382569333,0.8098220574669146,16.20183474816073
2026-11-07,84,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,182.36572916666668,225.12,138.36,96,2026,11,311,86.75999999999999,0.8100823079542763,0.7586951815576642,81.05424173505,46.939086920178795,46.939086920178795,46.93908692017881,225.12,225.12,225.12,225.12,14.42,14.42,14.42,14.42,60.09363369769417,60.09363369769417,60.0936336976906,143.20604495614037,3.656976501297879,125.68367257357104
2026-12-01,85,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,22.609052631578948,25.18,18.74,95,2026,12,335,6.440000000000001,0.897897245098449,0.8288715279394373,22.609052631578948,22.609052631578948,22.609052631578948,46.86350515326152,25.18,25.18,25.18,225.12,18.74,18.74,18.74,14.42,0.0,0.0,60.12888055098468,-159.75667653508773,-0.8760235668461798,-302.9627214912281
2026-12-02,86,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,19.708191489361703,24.53,16.52,94,2026,12,336,8.010000000000002,0.8034321846458092,0.8382301343538975,21.158622060470325,21.158622060470325,21.158622060470325,46.86292764566274,25.18,25.18,25.18,225.12,16.52,16.52,16.52,14.42,2.051218584942368,2.051218584942368,60.129184806285345,-2.900861142217245,-0.12830529387885536,156.85581539287048
2026-12-03,87,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,22.908736842105263,26.99,19.11,95,2026,12,337,7.879999999999999,0.8487861001150524,0.8341795591661191,21.741993654348637,21.741993654348637,21.741993654348637,46.95792576596348,26.99,26.99,26.99,225.12,16.52,16.52,16.52,14.42,1.767686649618324,1.767686649618324,60.08431488252572,3.2005453527435606,0.16239670466319467,6.101406494960806
2026-12-04,88,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,20.165851063829788,23.99,15.96,94,2026,12,338,8.029999999999998,0.840594041843676,0.7914369668546468,20.927593131765587,21.347958006718926,21.347958006718926,46.93636531886083,26.99,26.99,26.99,225.12,15.96,15.96,15.96,14.42,1.6444453250983357,1.6444453250983357,60.09549404237833,-2.7428857782754754,-0.11973099159418388,-5.943431131019036
2026-12-05,89,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,21.05633333333333,25.95,14.24,90,2026,12,339,11.709999999999999,0.8114193962748876,0.67628108724216,21.376973746422795,21.289633072041806,21.289633072041806,46.85336839105745,26.99,26.99,26.99,225.12,14.24,14.24,14.24,14.24,1.430090665116649,1.430090665116649,60.1366446156741,0.8904822695035435,0.04415793147955682,3.633368047779019
2026-12-06,90,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,45.89427083333334,54.2,33.74,96,2026,12,340,20.46,0.8467577644526445,0.7351680152524485,29.038818410165486,25.39040603225706,25.39040603225706,47.8154521943156,54.2,54.2,54.2,225.12,14.24,14.24,14.24,14.24,10.12591530064115,10.12591530064115,60.046848389313695,24.837937500000006,1.1795946191961253,23.947455230496463
2026-12-07,91,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,163.49447916666665,212.34,130.33,96,2026,12,341,82.00999999999999,0.7699655230605004,0.7971522993577129,76.81502777777777,45.11955933717271,45.11955933717271,45.11955933717273,212.34,212.34,212.34,212.34,14.24,14.24,14.24,14.24,53.010579744033315,53.010579744033315,53.01057974402927,117.60020833333331,2.5624158788882956,92.7622708333333
2026-01-01,184,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,6.701489361702128,7.19,6.15,94,2026,1,1,1.04,0.932056934868168,0.917706448233165,6.701489361702128,6.701489361702128,6.701489361702128,6.701489361702128,7.19,7.19,7.19,7.19,6.15,6.15,6.15,6.15,0.0,0.0,0.0,,0.0,
2026-01-02,185,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,6.143510638297872,6.83,5.41,94,2026,1,2,1.42,0.8994891124887076,0.8806039931427384,6.4225,6.4225,6.4225,6.4225,7.19,7.19,7.19,7.19,5.41,5.41,5.41,5.41,0.3945505390769623,0.3945505390769623,0.3945505390769623,-0.5579787234042559,-0.08326189795853578,
2026-01-03,186,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,5.513333333333334,6.17,4.2,84,2026,1,3,1.9699999999999998,0.8935710426796327,0.7617896009673518,6.1194444444444445,6.1194444444444445,6.1194444444444445,6.1194444444444445,7.19,7.19,7.19,7.19,4.2,4.2,4.2,4.2,0.5944434987467017,0.5944434987467017,0.5944434987467017,-0.6301773049645387,-0.1025760907836788,-0.0721985815602828
2026-01-06,187,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,10.018105263157896,10.65,9.45,95,2026,1,6,1.200000000000001,0.9406671608598963,0.9432921447484552,10.018105263157896,7.0941096491228075,7.0941096491228075,7.0941096491228075,10.65,10.65,10.65,10.65,9.45,4.2,4.2,4.2,2.0088465414206413,2.0088465414206413,2.0088465414206413,4.504771929824562,0.8170686692547573,5.134949234789101
2026-01-07,188,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,52.30677083333333,66.9,39.07,96,2026,1,7,27.830000000000005,0.7818650348779271,0.7469396289916259,31.162438048245612,16.136641885964913,16.136641885964913,16.136641885964913,66.9,66.9,66.9,66.9,9.45,4.2,4.2,4.2,20.294421514097824,20.294421514097824,20.294421514097824,42.28866557017544,4.221223920025497,37.783893640350875
2026-01-08,189,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,120.60315789473684,159.41,62.14,95,2026,1,8,97.27,0.7565595501834066,0.5152435565098235,60.97601133040936,38.91697559257185,33.5477278874269,33.5477278874269,159.41,159.41,159.41,159.41,9.45,4.2,4.2,4.2,49.69146562363738,46.350472815013816,46.350472815013816,68.29638706140351,1.305689224804536,26.007721491228068
2026-02-01,190,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,6.63404255319149,7.05,5.87,94,2026,2,32,1.1799999999999997,0.940998943715105,0.8848300192431044,6.63404255319149,6.63404255319149,6.63404255319149,39.01508197555058,7.05,7.05,7.05,159.41,5.87,5.87,5.87,4.2,0.0,0.0,49.611003465725034,-113.96911534154535,-0.9449927956365644,-182.26550240294887
2026-02-02,191,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,5.832210526315789,6.95,5.41,95,2026,2,33,1.54,0.8391669822037107,0.9276071183626323,6.2331265397536395,6.2331265397536395,6.2331265397536395,39.078857414147066,7.05,7.05,7.05,159.41,5.41,5.41,5.41,5.41,0.5669808635763621,0.5669808635763621,49.55734586946223,-0.8018320268757009,-0.12086627730326471,113.16728331466965
2026-02-03,192,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,5.402151898734177,5.82,4.2,79,2026,2,34,1.62,0.9282047935969375,0.7774679569791692,5.9561349927471525,5.9561349927471525,5.9561349927471525,33.46607316157825,7.05,7.05,7.05,159.41,4.2,4.2,4.2,4.2,0.6252252403494601,0.6252252403494601,46.40866843700336,-0.4300586275816123,-0.07373852943770198,0.3717733992940886
2026-02-05,193,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,6.1792105263157895,6.77,5.39,38,2026,2,36,1.38,0.9127341988649615,0.8722797155146714,5.790681212524984,6.0119038761393115,6.0119038761393115,32.82625737210457,6.77,7.05,7.05,159.41,4.2,4.2,4.2,4.2,0.5225371510230253,0.5225371510230253,46.821217453035395,0.7770586275816127,0.14384242467593178,1.207117255163225
2026-02-06,194,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,10.004947368421051,10.86,9.18,95,2026,2,37,1.6799999999999997,0.9212658718619753,0.9175460561616885,8.092078947368421,6.81051257459566,6.81051257459566,25.775953461285855,10.86,10.86,10.86,159.41,5.39,4.2,4.2,4.2,1.8421897491572785,1.8421897491572785,46.484864403553566,3.825736842105262,0.6191303607171754,3.0486782145236493
2026-02-07,195,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,56.99863157894737,65.79,51.66,95,2026,2,38,14.13000000000001,0.8663722690218477,0.9063375482698568,24.394263157894738,15.175199075320945,15.175199075320945,15.175199075320945,65.79,65.79,65.79,65.79,5.39,4.2,4.2,4.2,20.55535969011525,20.55535969011525,20.55535969011526,46.99368421052632,4.697044620030091,43.16794736842105
2026-02-08,196,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,93.01260416666666,156.48,48.87,96,2026,2,39,107.60999999999999,0.5944057014740968,0.525412662486379,53.338727704678355,29.571626010900143,26.29482837408462,26.29482837408462,156.48,156.48,156.48,156.48,9.18,4.2,4.2,4.2,37.026427549792025,34.894490016598276,34.89449001659828,36.013972587719294,0.6318392492956124,-10.979711622807024
2026-03-01,197,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,6.606593406593407,7.22,4.85,91,2026,3,60,2.37,0.9150406380323279,0.7341151031270791,6.606593406593407,6.606593406593407,6.606593406593407,23.83379900314822,7.22,7.22,7.22,156.48,4.85,4.85,4.85,4.2,0.0,0.0,33.04742452193106,-86.40601076007326,-0.9289709876872683,-122.41998334779255
2026-03-02,198,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,5.85904255319149,7.26,5.12,94,2026,3,61,2.1399999999999997,0.8070306547095716,0.8738629142078983,6.232817979892449,6.232817979892449,6.232817979892449,21.836603842041914,7.26,7.26,7.26,156.48,4.85,4.85,4.85,4.2,0.5285982777222868,0.5285982777222868,31.488328483662915,-0.7475508534019175,-0.11315224161605875,85.65845990667134
2026-03-03,199,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,5.398588235294118,5.74,4.2,85,2026,3,62,1.54,0.9405205984832957,0.7779811715481172,5.954741398359672,5.954741398359672,5.954741398359672,21.699331140053317,7.26,7.26,7.26,156.48,4.2,4.2,4.2,4.2,0.6096620581899037,0.6096620581899037,31.56548656910441,-0.4604543178973719,-0.07858866251902485,0.2870965355045456
2026-03-05,200,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,6.39436170212766,7.24,5.64,94,2026,3,64,1.6000000000000005,0.8831991301281298,0.8820270517576987,5.896474968710889,6.064646474301669,6.064646474301669,23.806747442194695,7.24,7.26,7.26,156.48,4.2,4.2,4.2,4.2,0.5441584202559928,0.5441584202559928,33.06355013496519,0.9957734668335423,0.18445071626754506,1.4562277847309142
2026-03-06,201,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,10.01875,10.77,8.97,96,2026,3,65,1.799999999999999,0.9302460538532963,0.8953212726138491,8.20655585106383,6.8554671794413355,6.8554671794413355,22.274747726395287,10.77,10.77,10.77,156.48,5.64,4.2,4.2,4.2,1.8300459633953512,1.8300459633953512,31.267743158874172,3.6243882978723407,0.5668100221272065,2.6286148310387984
2026-03-07,202,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,53.92378947368421,120.86,25.98,95,2026,3,66,94.88,0.4461673793950373,0.4817910657536172,23.445633725270625,14.700187561815147,14.700187561815147,27.57970094276955,120.86,120.86,120.86,156.48,5.64,4.2,4.2,4.2,19.285151849241387,19.285151849241387,32.2309766880128,43.90503947368421,4.382287158945398,40.28065117581187
2026-03-08,203,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,101.0995789473684,178.35,50.41,95,2026,3,67,127.94,0.5668605491862541,0.49861730904184104,55.0140394736842,30.449018485277644,27.042957759751324,37.7013266737637,178.35,178.35,178.35,178.35,8.97,4.2,4.2,4.2,39.4227850917492,37.099039538156234,39.504685794492964,47.17578947368419,0.874860426801177,3.2707499999999783
2026-04-01,204,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,6.474698795180722,7.19,4.59,83,2026,4,91,2.6000000000000005,0.9005144360473883,0.7089132861927802,6.474698795180722,6.474698795180722,6.474698795180722,30.55162785894252,7.19,7.19,7.19,178.35,4.59,4.59,4.59,4.2,0.0,0.0,39.34670974328661,-94.62488015218767,-0.9359572130507943,-141.80066962587188
2026-04-02,205,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,5.690543478260869,6.33,4.23,92,2026,4,92,2.0999999999999996,0.8989800123634865,0.7433384906309095,6.082621136720796,6.082621136720796,6.082621136720796,30.600287066103643,7.19,7.19,7.19,178.35,4.23,4.23,4.23,4.23,0.5544815420975148,0.5544815420975148,39.30954526848695,-0.7841553169198532,-0.1211107020921991,93.84072483526782
2026-04-03,206,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,5.43132530120482,5.76,4.2,83,2026,4,93,1.5599999999999996,0.9429384203480591,0.7732919254658384,5.865522524882137,5.865522524882137,5.865522524882137,27.004721099689526,7.19,7.19,7.19,178.35,4.2,4.2,4.2,4.2,0.5432497694893542,0.5432497694893542,37.124075117698695,-0.25921817705604866,-0.04555244644844891,0.5249371398638045
2026-04-05,207,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,6.527395833333333,7.12,5.86,96,2026,4,95,1.2599999999999998,0.9167690777153558,0.8977546558575237,5.979360567269077,6.030990851994936,6.030990851994936,29.857888638172057,7.12,7.19,7.19,178.35,4.2,4.2,4.2,4.2,0.5534129957004902,0.5534129957004902,39.81544688037372,1.096070532128513,0.20180535529429133,1.3552887091845616
2026-04-06,208,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,10.107473684210529,10.68,9.04,95,2026,4,96,1.6400000000000006,0.946392667060911,0.8943876860270146,8.317434758771931,6.846287418438055,6.846287418438055,22.555169339926447,10.68,10.68,10.68,178.35,5.86,4.2,4.2,4.2,1.8850044865005853,1.8850044865005853,38.51566461676199,3.5800778508771955,0.5484695493101364,2.4840073187486826
2026-04-07,209,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,80.74642105263158,145.98,49.88,95,2026,4,97,96.1,0.5531334501481818,0.6177363572248925,32.46043019005848,19.16297635747031,19.16297635747031,19.16297635747031,145.98,145.98,145.98,145.98,5.86,4.2,4.2,4.2,30.216676720919832,30.216676720919832,30.216676720919846,70.63894736842104,6.988783703564843,67.05886951754385
2026-04-08,210,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,98.5275,171.93,55.82,96,2026,4,98,116.11000000000001,0.5730675274821148,0.5665423358960696,63.12713157894737,34.50510989160686,30.500765449260264,30.500765449260264,171.93,171.93,171.93,171.93,9.04,4.2,4.2,4.2,43.10611700794954,40.75157899366021,40.75157899366022,17.781078947368428,0.22020888004161177,-52.857868421052615
2026-05-01,211,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,6.596666666666668,7.04,5.02,90,2026,5,121,2.0200000000000005,0.9370265151515152,0.7609903991915107,6.596666666666668,6.596666666666668,6.596666666666668,30.518189430901113,7.04,7.04,7.04,171.93,5.02,5.02,5.02,4.2,0.0,0.0,40.73961846784802,-91.93083333333334,-0.9330474571397156,-109.71191228070177
2026-05-02,212,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,5.627999999999999,5.93,5.17,95,2026,5,122,0.7599999999999998,0.9490725126475548,0.9186211798152097,6.112333333333334,6.112333333333334,6.112333333333334,30.509254648292423,7.04,7.04,7.04,171.93,5.02,5.02,5.02,4.2,0.6849507687093705,0.6849507687093705,40.74597739855032,-0.9686666666666683,-0.1468418393127845,90.96216666666668
2026-05-03,213,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,5.383373493975904,5.82,4.2,83,2026,5,123,1.62,0.924978263569743,0.7801799382301597,5.86934672021419,5.86934672021419,5.86934672021419,30.50240439011686,7.04,7.04,7.04,171.93,4.2,4.2,4.2,4.2,0.6416434058284363,0.6416434058284363,40.750899949040196,-0.24462650602409486,-0.04346597477329328,0.7240401606425735
2026-05-05,214,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,6.514193548387097,7.28,4.42,93,2026,5,125,2.8600000000000003,0.8948068060971287,0.678518371793602,5.9487835211815,6.030558427257417,6.030558427257417,30.500518349410253,7.28,7.28,7.28,171.93,4.2,4.2,4.2,4.2,0.615164773140694,0.615164773140694,40.752194785740265,1.1308200544111928,0.21005788576189288,1.3754465604352877
2026-05-06,215,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,10.04115789473684,10.75,8.97,95,2026,5,126,1.7799999999999994,0.9340611995104037,0.8933232694908327,8.27767572156197,6.832678320753301,6.832678320753301,30.491044665199727,10.75,10.75,10.75,171.93,4.42,4.2,4.2,4.2,1.8710431291913547,1.8710431291913547,40.7577330298028,3.526964346349742,0.5414276257147768,2.3961442919385494
2026-05-07,216,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,96.60364583333336,213.48,50.26,96,2026,5,127,163.22,0.452518483386422,0.5202702192701059,37.7196657588191,21.794506239516647,21.794506239516647,32.756362491014265,213.48,213.48,213.48,213.48,4.42,4.2,4.2,4.2,36.687033267043454,36.687033267043454,44.30295011580805,86.56248793859652,8.620767529606223,83.03552359224678
2026-05-08,217,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,102.38747368421052,188.8,50.4,95,2026,5,128,138.4,0.5423065343443354,0.49224771533524353,69.67742580409357,37.75964074244062,33.30778730304434,33.30778730304434,213.48,213.48,213.48,213.48,8.97,4.2,4.2,4.2,47.884508988537085,45.27145709549,45.27145709549001,5.7838278508771594,0.05987173466367701,-80.77866008771936
2026-06-01,218,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,6.574,7.14,5.51,95,2026,6,152,1.63,0.9207282913165267,0.838150289017341,6.574,6.574,6.574,37.91730740910729,7.14,7.14,7.14,213.48,5.51,5.51,5.51,4.2,0.0,0.0,47.75894409304938,-95.81347368421052,-0.9357929269719466,-101.59730153508768
2026-06-02,219,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,5.63,6.04,4.25,89,2026,6,153,1.79,0.9321192052980132,0.7548845470692718,6.102,6.102,6.102,37.95841182677797,7.14,7.14,7.14,213.48,4.25,4.25,4.25,4.25,0.6675088014401012,0.6675088014401012,47.72543751651152,-0.944,-0.14359598418010344,94.86947368421052
2026-06-03,220,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,5.294625,5.75,4.2,80,2026,6,154,1.5499999999999998,0.9208043478260869,0.7932573128408528,5.8328750000000005,5.8328750000000005,5.8328750000000005,33.29215656580969,7.14,7.14,7.14,213.48,4.2,4.2,4.2,4.2,0.6633768136398803,0.6633768136398803,45.28261685138095,-0.335375,-0.05956927175843696,0.608625
