date,river_id,station,state,district_lgd_code,district,latitude,longitude,mean_discharge_m3_sec,max_discharge_m3_sec,min_discharge_m3_sec,readings,year,month,day_of_year,discharge_range,discharge_mean_to_max_ratio,discharge_min_to_mean_ratio,mean_discharge_3day,mean_discharge_7day,mean_discharge_14day,mean_discharge_30day,max_discharge_3day,max_discharge_7day,max_discharge_14day,max_discharge_30day,min_discharge_3day,min_discharge_7day,min_discharge_14day,min_discharge_30day,discharge_std_7day,discharge_std_14day,discharge_std_30day,discharge_change,discharge_change_pct,discharge_change_2nd
2026-07-05,52,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,22.23340425531915,26.99,18.02,94,2026,7,186,8.969999999999999,0.8237645148321286,0.8104921672392508,21.783254044146943,21.90654716333027,21.90654716333027,109.84349918651124,30.17,30.17,30.17,673.64,13.59,13.59,13.59,13.59,1.8644724500013115,1.8644724500013115,185.02696783346687,2.71587616543151,0.1391506215809497,6.797177862777907
2026-07-06,53,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,35.590752688172046,41.78,19.8,93,2026,7,187,21.98,0.8518610025890868,0.5563242838238759,25.780561677792946,24.187248084137234,24.187248084137234,108.48550116726959,41.78,41.78,41.78,673.64,13.59,13.59,13.59,13.59,5.830144608366887,5.830144608366887,185.59765765207445,13.357348432852895,0.6007783729141372,10.641472267421385
2026-07-07,54,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,131.20510416666667,171.44,104.37,96,2026,7,188,67.07,0.7653120868331,0.7954721019650373,63.00975370338595,39.475513238784295,39.475513238784295,103.16681627143626,171.44,171.44,171.44,673.64,18.02,13.59,13.59,13.59,40.79758385656714,40.79758385656714,184.06336396665026,95.61435147849463,2.686494222704943,82.25700304564174
2026-07-08,55,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,411.20197916666666,507.14,352.13,96,2026,7,189,155.01,0.8108253720208752,0.8563431545578144,192.6659453405018,94.83329597687953,85.94132147976958,85.94132147976961,507.14,507.14,507.14,507.14,19.8,13.59,13.59,13.59,145.18200536620952,136.7451497591313,136.74514975913,279.996875,2.1340395008133735,184.38252352150536
2026-08-01,56,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,23.533578947368422,26.31,19.67,95,2026,8,213,6.639999999999997,0.8944727840124829,0.8358269706444096,23.533578947368422,23.533578947368422,23.533578947368422,95.26873958590211,26.31,26.31,26.31,507.14,19.67,19.67,19.67,13.59,0.0,0.0,144.92619488541496,-387.66840021929823,-0.9427688091505272,-667.6652752192982
2026-08-02,57,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,20.46915789473684,23.0,16.04,95,2026,8,214,6.960000000000001,0.8899633867276886,0.783617972096659,22.001368421052632,22.001368421052632,22.001368421052632,94.82164360125964,26.31,26.31,26.31,507.14,16.04,16.04,16.04,13.59,2.166872906726612,2.166872906726612,145.18873577214325,-3.064421052631584,-0.13021483300457593,384.60397916666665
2026-08-03,58,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,23.72557894736842,28.86,18.75,95,2026,8,215,10.11,0.8220921326184484,0.7902862999294566,22.576105263157896,22.576105263157896,22.576105263157896,95.4227937237569,28.86,28.86,28.86,507.14,16.04,16.04,16.04,16.04,1.827193588531961,1.827193588531961,144.83325176256494,3.2564210526315804,0.15908915595735817,6.320842105263164
2026-08-04,59,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,21.70310344827586,27.77,17.72,87,2026,8,216,10.05,0.781530552692685,0.8164730929948044,21.96594676346037,22.357854809437384,22.357854809437384,95.34703646560787,28.86,28.86,28.86,507.14,16.04,16.04,16.04,16.04,1.5544422307840955,1.5544422307840955,144.87804683372278,-2.0224754990925575,-0.08524451620671136,-5.278896551724138
2026-08-05,60,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,21.926145833333333,27.87,15.38,96,2026,8,217,12.49,0.7867293086951321,0.701445667510725,22.451609409659202,22.271513014216573,22.271513014216573,93.39494977205948,28.86,28.86,28.86,507.14,15.38,15.38,15.38,15.38,1.359960482750708,1.359960482750708,145.90580863423457,0.22304238505747165,0.010276981151061682,2.245517884150029
2026-08-06,61,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,32.13347368421052,38.56,23.5,95,2026,8,218,15.060000000000002,0.8333369731382396,0.7313246065752061,25.25424098860657,23.915173125882234,23.915173125882234,79.24185970313715,38.56,38.56,38.56,507.14,15.38,15.38,15.38,15.38,4.205865593168593,4.205865593168593,146.43099679080024,10.207327850877189,0.4655322430337687,9.984285465819717
2026-08-07,62,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,128.36270833333333,150.73,106.28,96,2026,8,219,44.44999999999999,0.8516069019659878,0.8279663258896909,60.807442616959065,38.836249584089536,38.836249584089536,38.83624958408955,150.73,150.73,150.73,150.73,15.38,15.38,15.38,15.38,39.663720785181546,39.663720785181546,39.66372078517611,96.22923464912282,2.9946726455660824,86.02190679824562
